date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:46:01	20319/20319	---M--	200	added ('OK')	image/jpeg	etag:%224f5f-5c7137e80f004%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/nicotex.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/nicotex.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:01	25195/25195	---M--	200	added ('OK')	image/jpeg	etag:%22626b-5c7137e80f004%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/medigrip.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/medigrip.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:01	14056/14056	---M--	200	added ('OK')	image/jpeg	etag:%2236e8-5c7137e80e064%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/masks.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/masks.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:01	15427/15427	---M--	200	added ('OK')	image/jpeg	etag:%223c43-5c7137e80e064%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/handwash.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/shop/handwash.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:02	17282/17282	---M--	200	added ('OK')	image/jpeg	etag:%224382-5c7137e80f004%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/skin.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/skin.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:02	12329/12329	---M--	200	added ('OK')	image/jpeg	etag:%223029-5c7137e80e064%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/sexual.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/sexual.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:02	27257/27257	---M--	200	added ('OK')	image/jpeg	etag:%226a79-5c7137e80f004%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/weight.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/weight.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:02	22740/22740	---M--	200	added ('OK')	image/jpeg	etag:%2258d4-5c7137e80e064%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/pain.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/pain.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:03	17579/17579	---M--	200	added ('OK')	image/jpeg	etag:%2244ab-5c7137e80e064%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/heart.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/heart.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:03	14088/14088	---M--	200	added ('OK')	image/jpeg	etag:%223708-5c7137e80d0c3%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/cough.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/cough.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:03	15689/15689	---M--	200	added ('OK')	image/jpeg	etag:%223d49-5c7137e80d0c3%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/diabetes.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/diabetes.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
22:46:03	12259/12259	---M--	200	added ('OK')	image/jpeg	etag:%222fe3-5c7137e80d0c3%22	https://shreethemes.in/doctris/layouts/assets/images/pharmacy/cancer.jpg	F:/LARAVEL%20PROJECT/Admin%20Template/doctris-admin-panel/shreethemes.in/doctris/layouts/assets/images/pharmacy/cancer.jpg	(from https://shreethemes.in/doctris/layouts/admin/shop.html)
